번호,관리번호,지정일자,해제일자,운영상태,읍면동명,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
76,6520000-S202200003,2022.7.21,,사용중,중문동,e편한세상 중문아파트(106동) 지하1층 주차장,공공용시설,"제주특별자치도 서귀포시 일주서로731번길 10, 106동 (중문동, e편한세상 중문)",제주특별자치도 서귀포시 중문동 1726 e편한세상 중문,63545,지하,1762,2135,2023.5.31 13:29,I,2023.7.28 1:14,33,15,20.75,126,25,52.75,33.25576451,126.4313195,900455.0344,1474335.71
77,6520000-S202200004,2022.7.22,,사용중,서홍동,지오빌2-2차 아파트 지하1층 주차장,공공용시설,"제주특별자치도 서귀포시 중앙로 189, 지하1층 (서홍동, 지오빌Ⅱ-2차 아파트)",제주특별자치도 서귀포시 서홍동 305-2 지오빌Ⅱ-2차 아파트 지하1층,63584,지하,3291,3989,2023.6.13 18:01,I,2023.7.28 1:14,33,15,41.17,126,33,31.82,33.26146317,126.5588416,912339.5579,1474853.26
78,6520000-S202200005,2022.9.29,,사용중,성산읍,골든튤립호텔 지하2층 주차장,공공용시설,"제주특별자치도 서귀포시 성산읍 일출로 31, 골든튤립제주성산호텔",제주특별자치도 서귀포시 성산읍 고성리 329-1 골든튤립제주성산호텔,63640,지하,601,728,2023.3.21 16:48,I,2023.7.28 1:14,33,26,52.82,126,54,58.54,33.44786848,126.916192,945739.9213,1495276.823
79,6520000-S202200006,2022.10.18,,사용중,남원읍,금호리조트 제주 지하1층 휴게공간,공공용시설,"제주특별자치도 서귀포시 남원읍 태위로 522-12, 금호콘도",제주특별자치도 서귀포시 남원읍 남원리 2390 금호콘도,63620,지하,1034,1253,2023.5.31 13:28,I,2023.7.28 1:14,33,16,26.41,126,42,11.06,33.27400412,126.7030721,925784.3228,1476131.899
80,6520000-S202200001,2022.7.6,,사용중,남원읍,남원농협 지하1층,공공용시설,제주특별자치도 서귀포시 남원읍 남조로 52,제주특별자치도 서귀포시 남원읍 남원리 226,63619,지하,6718,8143,2023.5.31 13:30,I,2023.7.28 1:14,33,17,3.81,126,43,18.14,33.28431787,126.721376,927497.4809,1477262.517
81,6520000-S202200007,2022.10.25,,사용중,안덕면,안덕농협 창천지점 지하1층,공공용시설,"제주특별자치도 서귀포시 안덕면 한창로 13, 안덕농협 창천지점 지하1층",제주특별자치도 서귀포시 안덕면 창천리 153-1 안덕농협 창천지점,63532,지하,276.12,334,2023.5.31 13:31,I,2023.7.28 1:14,33,15,58.45,126,22,14.24,33.26618491,126.3707056,894821.2038,1475550.452
82,6520000-S202200008,2022.11.1,,사용중,안덕면,제주신화월드 호텔앤리조트 지하1층 주차장,공공용시설,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 제주신화월드 호텔엔리조트 주차장",제주특별자치도 서귀포시 안덕면 서광리 산 24,63522,지하,4898.42,5937,2023.7.6 10:11,I,2023.7.28 1:14,33,18,26.04,126,19,11.05,33.30723204,126.3197367,890125.3177,1480154.029
83,6520000-S202300001,2023.1.10,,사용중,대륜동,제주월드컵경기장 지하1층 주차장,공공용시설,"제주특별자치도 서귀포시 월드컵로 31, 제주월드컵경기장 (법환동)",제주특별자치도 서귀포시 법환동 914 익스트림아일랜드,63572,지하,4517,5475,2023.7.6 10:12,I,2023.7.28 1:14,33,14,51.35,126,30,27.35,33.24703942,126.5074193,907534.6463,1473298.415
84,6520000-S202300002,2023.3.15,,사용중,효돈동,감귤박물관 지하1층,공공용시설,"제주특별자치도 서귀포시 효돈순환로 441, 감귤박물관 (신효동)",제주특별자치도 서귀포시 신효동 1200-6,63605,지하,104,126,2023.5.31 13:27,I,2023.7.28 1:14,33,16,16.78,126,36,25.87,33.27132877,126.6071871,916852.0043,1475907.532
85,6520000-S202300003,2023.3.20,,사용중,표선면,소노캄 제주 지하1층,공공용시설,"제주특별자치도 서귀포시 표선면 일주동로 6347-17, 소노캄 제주",제주특별자치도 서귀포시 표선면 토산리 17,63626,지하,4142,5020,2023.7.12 10:00,I,2023.7.28 1:14,33,18,21.14,126,47,30.78,33.30587323,126.7918836,934079.2321,1479605.582
86,6520000-S202300004,2023.3.29,,사용중,안덕면,SK핀크스골프장 지하1층,공공용시설,제주특별자치도 서귀포시 안덕면 산록남로 863,제주특별자치도 서귀포시 안덕면 상천리 산 62-3,63525,지하,800,969,2023.7.12 9:59,I,2023.7.28 1:14,33,18,19.3,126,23,37.27,33.31437335,126.3927522,896931.3349,1480871.289
87,6520000-S202300005,2023.4.4,,사용중,영천동,우리들리조트 지하1층,공공용시설,"제주특별자치도 서귀포시 산록남로 2914, 우리들 골프장 (상효동)",제주특별자치도 서귀포시 상효동 1581 우리들 골프장,63582,지하,894,1083,2023.7.12 9:59,I,2023.7.28 1:14,33,18,37.31,126,35,20.05,33.31016579,126.588656,915163.7356,1480228.335
88,6520000-S202300006,2023.5.10,,사용중,대정읍,대정읍사무소 지하1-2층,공공용시설,"제주특별자치도 서귀포시 대정읍 하모중앙로 20, 대정읍사무소",제주특별자치도 서귀포시 대정읍 하모리 1413 대정읍사무소,63507,지하,3500,4242,2023.7.5 11:05,I,2023.7.28 1:14,33,13,36.04,126,15,6.52,33.22676998,126.2520851,883720.418,1471306.062
89,6520000-S202300007,2023.5.31,,사용중,남원읍,스프링데일CC클럽하우스 지하1층,공공용시설,"제주특별자치도 서귀포시 남원읍 서성로 459, 스프링데일C.C",제주특별자치도 서귀포시 남원읍 위미리 4625 스프링데일C.C,63609,지하,1080,1309,2023.7.12 9:52,I,2023.7.28 1:14,33,19,29.75,126,38,48.36,33.32492947,126.6467671,920586.8041,1481819.443
90,6520000-S202300008,2023.7.5,,사용중,안덕면,테디벨리골프앤리조트,공공용시설,"제주특별자치도 서귀포시 안덕면 한창로 365, 테디밸리골프&리조트",제주특별자치도 서귀포시 안덕면 상창리 2893 테디밸리골프&리조트,63526,지하,1188,1440,2023.7.5 9:33,I,2023.7.28 1:14,33,17,20.17,126,21,4.91,33.2926142,126.3481679,892754.3312,1478503.7
91,6520000-S200301022,2003.1.1,,사용중,성산읍,성산농협 신산지소 지하1층,공공용시설,"제주특별자치도 서귀포시 성산읍 일주동로 5114, 성산농협신산지점",제주특별자치도 서귀포시 성산읍 신산리 1044-5 성산농협신산지점,63634,지하,252.33,305,2023.5.31 14:09,I,2023.7.28 1:14,33,22,49.64,126,52,33.15,33.38043672,126.8759076,941950.9206,1487822.412
92,6520000-S200300029,2003.1.2,,사용중,서귀동,서귀포시평생학습관 지하1층,공공용시설,제주특별자치도 서귀포시 서문로29번길 10 (서귀포시평생학습관),제주특별자치도 서귀포시 서귀동 321번지 10호,63592,지하,879,1065,2023.5.31 14:07,I,2023.7.28 1:14,33,14,57.5,126,33,30.76,33.24934385,126.5587469,912318.6253,1473509.663
93,6520000-S199300002,1993.1.1,,사용중,서귀동,대림빌라 지하1층,공공용시설,제주특별자치도 서귀포시 동부로12번길 6 (대림빌라),제주특별자치도 서귀포시 서귀동 120번지 3호,63595,지하,885.95,1073,2023.6.17 11:55,I,2023.7.28 1:14,33,14,45.82,126,34,12.46,33.24607172,126.5700788,913371.0502,1473137.428
94,6520000-S199800001,1998.3.20,,사용중,서귀동,장원주상복합건물 지하1층,공공용시설,제주특별자치도 서귀포시 칠십리로 145 (장원주상복합건물),제주특별자치도 서귀포시 서귀동 70번지,63596,지하,1679.35,2035,2023.5.31 14:03,I,2023.7.28 1:14,33,14,39.66,126,34,8.15,33.24439122,126.5691203,913280.0974,1472951.906
95,6520000-S200200003,2002.3.28,,사용중,서귀동,태흥장호텔 지하주차장 1층,공공용시설,제주특별자치도 서귀포시 중정로91번길 54 (태흥빌딩),제주특별자치도 서귀포시 서귀동 286번지 21호,63591,지하,313,379,2023.5.31 14:04,I,2023.7.28 1:14,33,15,6.1,126,33,43.18,33.25162229,126.5619068,912615.2611,1473759.628
96,6520000-S200800002,2008.10.30,,사용중,서귀동,명동의류타운 지하1층,공공용시설,제주특별자치도 서귀포시 중앙로 50 (명동의류타운),제주특별자치도 서귀포시 서귀동 291번지 40호,63591,지하,376.89,456,2023.5.31 14:06,I,2023.7.28 1:14,33,14,56.7,126,33,42.43,33.24907075,126.5617451,912597.6616,1473476.873
97,6520000-S201100019,2011.12.2,,사용중,서귀동,메트로빌딩 지하1층,공공용시설,제주특별자치도 서귀포시 일주동로 8671,제주특별자치도 서귀포시 서귀동 284번지 32호,63590,지하,537.92,652,2023.5.31 13:59,I,2023.7.28 1:14,33,15,11.13,126,33,43.36,33.25317656,126.5620001,912625.5022,1473931.873
98,6520000-S201400001,2014.1.22,,사용중,서귀동,디아일랜드블루호텔 지하1층,공공용시설,제주특별자치도 서귀포시 태평로431번길 3,제주특별자치도 서귀포시 서귀동 544번지 2호,63595,지하,1119.8,1357,2023.6.17 11:58,I,2023.7.28 1:14,33,14,44.93,126,33,56.61,33.24581339,126.5658934,912980.8781,1473112.265
99,6520000-S201400002,2014.5.1,,사용중,대정읍,청소년수련관 지하1층,공공용시설,제주특별자치도 서귀포시 대정읍 동일하모로149번길 21-8,제주특별자치도 서귀포시 대정읍 하모리 1268번지 1호,63506,지하,677,820,2023.5.31 13:45,I,2023.7.28 1:14,33,13,40.06,126,14,50.49,33.2278066,126.2476644,883309.8471,1471425.923
100,6520000-S201400003,2014.5.21,,사용중,동홍동,서귀포의료원 지하1층,공공용시설,제주특별자치도 서귀포시 장수로 47 (서귀포의료원),제주특별자치도 서귀포시 동홍동 1530번지 2호,63585,지하,568.48,689,2023.4.12 17:32,I,2023.7.28 1:14,33,15,21.84,126,33,50.01,33.25613958,126.5629684,912718.6491,1474259.575
101,6520000-S201400004,2014.5.21,,사용중,동홍동,서귀포의료원 지하2층,공공용시설,제주특별자치도 서귀포시 장수로 47,제주특별자치도 서귀포시 동홍동 1530번지 2호,63585,지하,2787.35,3378,2023.4.12 17:33,I,2023.7.28 1:14,33,15,21.84,126,33,50.01,33.25613958,126.5629684,912718.6491,1474259.575
102,6520000-S201400005,2014.7.3,,사용중,대천동,호텔빠레브 지하1층,공공용시설,제주특별자치도 서귀포시 김정문화로 15,제주특별자치도 서귀포시 강정동 173번지,63566,지하,718.89,871,2023.5.31 13:44,I,2023.7.28 1:14,33,15,8.62,126,30,23.99,33.25230276,126.5065013,907454.6781,1473882.781
103,6520000-S201400007,2014.7.3,,사용중,대륜동,혁신도시LH1단지아파트 101동 지하1층,공공용시설,제주특별자치도 서귀포시 서호남로 92-15,제주특별자치도 서귀포시 서호동 1540번지,63568,지하,513.74,622,2023.6.14 13:49,I,2023.7.28 1:14,33,14,54.91,126,31,19.95,33.24858659,126.5222096,908914.1212,1473456.961
104,6520000-S201400008,2014.7.3,,사용중,대륜동,혁신도시LH1단지아파트 102동 지하1층,공공용시설,제주특별자치도 서귀포시 서호남로 92-15,제주특별자치도 서귀포시 서호동 1540번지,63568,지하,501.14,607,2023.6.14 13:49,I,2023.7.28 1:14,33,14,54.91,126,31,19.95,33.24858659,126.5222096,908914.1212,1473456.961
105,6520000-S201400009,2014.7.3,,사용중,대륜동,혁신도시LH1단지아파트 103동 지하1층,공공용시설,제주특별자치도 서귀포시 서호남로 92-15,제주특별자치도 서귀포시 서호동 1540번지,63568,지하,502.89,609,2023.6.14 13:49,I,2023.7.28 1:14,33,14,54.91,126,31,19.95,33.24858659,126.5222096,908914.1212,1473456.961
106,6520000-S201400010,2014.7.3,,사용중,대륜동,혁신도시LH1단지아파트 106동 지하1층,공공용시설,제주특별자치도 서귀포시 서호남로 92-15,제주특별자치도 서귀포시 서호동 1540번지,63568,지하,1957.98,2373,2023.6.14 13:50,I,2023.7.28 1:14,33,14,54.91,126,31,19.95,33.24858659,126.5222096,908914.1212,1473456.961
107,6520000-S201400011,2014.7.3,,사용중,대륜동,혁신도시LH1단지아파트 107동 지하1층,공공용시설,제주특별자치도 서귀포시 서호남로 92-15,제주특별자치도 서귀포시 서호동 1540번지,63568,지하,959.34,1162,2023.6.14 13:50,I,2023.7.28 1:14,33,14,54.91,126,31,19.95,33.24858659,126.5222096,908914.1212,1473456.961
108,6520000-S201400012,2014.7.16,,사용중,대정읍,노스런던컬리지에잇스쿨 제주 NLCS-JEJU 지하1층,공공용시설,제주특별자치도 서귀포시 대정읍 글로벌에듀로145번길 33,제주특별자치도 서귀포시 대정읍 구억리 1069번지,63644,지하,5468.11,6628,2023.5.31 13:40,I,2023.7.28 1:14,33,17,49.1,126,17,19.84,33.29617781,126.2890621,887255.3304,1478961.116
109,6520000-S201400013,2014.7.16,,사용중,대정읍,브랭섬홀아시아(BHA) 지하1층,공공용시설,제주특별자치도 서귀포시 대정읍 글로벌에듀로 234-0,제주특별자치도 서귀포시 대정읍 구억리 1121번지,63644,지하,12202,14790,2023.6.15 17:35,I,2023.7.28 1:14,33,17,25.98,126,17,15.03,33.2891869,126.2880012,887147.549,1478187.143
110,6520000-S201400014,2014.7.16,,사용중,대정읍,한국국제학교 제주캠퍼스 지하1층,공공용시설,제주특별자치도 서귀포시 대정읍 글로벌에듀로260번길 34,제주특별자치도 서귀포시 대정읍 구억리 1128번지,63644,지하,2154,2610,2023.6.15 17:37,I,2023.7.28 1:14,33,17,20.52,126,17,3.78,33.28822236,126.2839248,886766.7131,1478084.615
111,6520000-S201100009,2011.1.26,,사용중,남원읍,남원에덴아파트 지하1층,공공용시설,제주특별자치도 서귀포시 남원읍 남원광지로 5(에덴아파트),제주특별자치도 서귀포시 남원읍 남원리 1323-2 에덴아파트,63621,지하,1283,1555,2023.5.31 14:04,I,2023.7.28 1:14,33,16,40.92,126,42,45.55,33.2780331,126.7126536,926680.0097,1476571.821
112,6520000-S201100016,2011.3.1,,사용중,성산읍,동부소방서 지하1층,공공용시설,"제주특별자치도 서귀포시 성산읍 일주동로4120번길 7, 동부소방서",제주특별자치도 서귀포시 성산읍 오조리 933 동부소방서,63639,지하,408.9,495,2023.5.31 14:01,I,2023.7.28 1:14,33,27,38.2,126,54,35.61,33.46061003,126.9098913,945162.3394,1496692.793
113,6520000-S201100017,2011.6.1,,사용중,대정읍,성환아파트 지하1층,공공용시설,제주특별자치도 서귀포시 대정읍 하모중앙로68번길 5-0,제주특별자치도 서귀포시 대정읍 하모리 946번지 1호,63507,지하,1011.99,1226,2023.5.31 14:00,I,2023.7.28 1:14,33,13,18.99,126,15,4.91,33.22216148,126.2515095,883660.6743,1470795.738
114,6520000-S200301016,2003.1.1,,사용중,대정읍,대정농업협동조합 최남단지점 지하1층,공공용시설,제주특별자치도 서귀포시 대정읍 하모중앙로 70,제주특별자치도 서귀포시 대정읍 하모리 947번지,63507,지하,588.43,713,2023.5.31 14:08,I,2023.7.28 1:14,33,13,18.98,126,15,6.59,33.22190561,126.2519554,883701.8883,1470766.872
115,6520000-S199400007,1994.1.1,,사용중,서홍동,서귀포시청 제1청사 지하1층-2층,공공용시설,"제주특별자치도 서귀포시 중앙로 105, 서귀포시청 지하 1~2층 (서홍동)",제주특별자치도 서귀포시 서홍동 440-1 서귀포시청 지하 1~2층,63584,지하,6922,8390,2023.6.13 17:38,I,2023.7.28 1:14,33,15,14.11,126,33,36.78,33.25404809,126.5606719,912502.6469,1474029.612
116,6520000-S199500003,1995.1.3,,사용중,대천동,대림한숲빌라 지하1층,공공용시설,제주특별자치도 서귀포시 신서귀로97번길 87 (대림제주서호연립주택),제주특별자치도 서귀포시 강정동 177번지,63567,지하,1976.87,2396,2023.5.31 13:37,I,2023.7.28 1:14,33,15,3.2,126,30,21,33.25091386,126.505837,907391.3334,1473729.381
117,6520000-S199300001,1993.3.1,,사용중,대천동,진양빌라 지하1층,공공용시설,제주특별자치도 서귀포시 일주서로 313 (진양연립),제주특별자치도 서귀포시 도순동 243번지 1호,63561,지하,326.11,395,2023.5.31 13:32,I,2023.7.28 1:14,33,15,8.28,126,28,30.25,33.25221477,126.474973,904517.5664,1473901.396
118,6520000-S201100014,2011.2.7,,사용중,대천동,켄싱턴리조트 지하1층,공공용시설,제주특별자치도 서귀포시 이어도로 684 (켄싱턴리조트),제주특별자치도 서귀포시 강정동 2677번지,63564,지하,2744.7,3326,2023.5.31 14:02,I,2023.7.28 1:14,33,14,1.25,126,29,20.55,33.23381304,126.4890859,905812.5171,1471848.362
119,6520000-S200400006,2004.12.15,,사용중,대천동,한빛테크놀즈아파트 103동 지하1층,공공용시설,제주특별자치도 서귀포시 김정문화로27번길 23-5 (한빛테크놀즈),제주특별자치도 서귀포시 강정동 160번지 1호,63566,지하,198.35,240,2023.5.31 14:07,I,2023.7.28 1:14,33,15,14.29,126,30,27.76,33.25401558,126.5077223,907570.2257,1474071.603
120,6520000-S199400004,1994.3.21,,사용중,대륜동,신세계연립주택 지하1층,공공용시설,제주특별자치도 서귀포시 이어도로 950 (신세기식당),제주특별자치도 서귀포시 법환동 392번지,63573,지하,344,416,2023.6.14 13:54,I,2023.7.28 1:14,33,14,21.5,126,30,54.67,33.23954927,126.5150536,908238.039,1472461.245
121,6520000-S201100015,2011.2.14,,사용중,대륜동,서호민우연립주택 지하1층,공공용시설,제주특별자치도 서귀포시 신서귀로 11 (서호민우연립주택),제주특별자치도 서귀포시 법환동 748번지,63567,지하,522.08,632,2023.5.31 14:02,I,2023.7.28 1:14,33,15,0.61,126,30,36.25,33.25016925,126.5100687,907784.7591,1473643.082
122,6520000-S198500001,1985.2.20,,사용중,영천동,서귀포칼호텔 지하 1층,공공용시설,제주특별자치도 서귀포시 칠십리로 242 (칼호텔),제주특별자치도 서귀포시 토평동 486번지 3호,63599,지하,6547,7935,2023.5.31 13:31,I,2023.7.28 1:14,33,14,50.48,126,34,47.11,33.24735555,126.5797523,914273.4863,1473271.79
123,6510000-S199501019,2019.2.21,,사용중,연동,메종글래드호텔(지하 2층),공공용시설,"제주특별자치도 제주시 노연로 80 (연동, 제주그랜드호텔)",제주특별자치도 제주시 연동 263번지 15호,63132,지하,3983,4827,2023.4.13 11:12,I,2023.7.28 1:14,33,29,4.55,126,29,19.1,33.48576231,126.4885457,906033.3819,1499783.321
124,6510000-S199501023,2019.2.27,,사용중,연동,한국전력공사 제주본부(지하주차장 1층),공공용시설,"제주특별자치도 제주시 문연로 36 (연동, 한국전력공사제주지사)",제주특별자치도 제주시 연동 322번지 2호,63121,지하,2843.12,3446,2023.4.13 11:13,I,2023.7.28 1:14,33,29,20.53,126,30,4.37,33.48906865,126.5012565,907217.8208,1500138.482
125,6510000-S199501026,2019.2.28,,사용중,연동,조선일보사 제주빌딩(지하 1층),공공용시설,제주특별자치도 제주시 신대로 63 (연동),제주특별자치도 제주시 연동 301번지 10호,63119,지하,532.23,645,2023.4.13 11:15,I,2023.7.28 1:14,33,29,29.76,126,29,49.22,33.49157083,126.496921,906817.7218,1500419.795
126,6510000-S200100003,2019.2.26,,사용중,연동,동남아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 남녕로 46 (연동, 동남아파트)",제주특별자치도 제주시 연동 1953번지 5호,63128,지하,462.81,560,2023.4.13 11:16,I,2023.7.28 1:14,33,29,29.69,126,28,49.12,33.49151226,126.4801583,905260.4096,1500428.473
127,6510000-S200100005,2001.3.1,,사용중,연동,제주특별자치도청(지하 1층),공공용시설,"제주특별자치도 제주시 문연로 6, 제주특별자치도청 (연동)",제주특별자치도 제주시 연동 312-1 제주특별자치도청,63122,지하,102.48,124,2023.4.13 11:17,I,2023.7.28 1:14,33,29,19.35,126,29,51.43,33.48953298,126.4981044,906925.4843,1500192.785
128,6510000-S200100013,2019.2.21,,사용중,연동,세기아파트(지하 1층),공공용시설,"제주특별자치도 제주시 연삼로 64 (연동, 제주세기아파트)",제주특별자치도 제주시 연동 310번지 20호,63119,지하,2581.83,3129,2023.4.13 11:19,I,2023.7.28 1:14,33,29,34.84,126,29,58.51,33.4933048,126.4992738,907038.1504,1500609.94
129,6510000-S202000001,2020.3.17,,사용중,일도이동,신천지아파트102동(지하 1층),공공용시설,"제주특별자치도 제주시 천수로 72 (일도이동, 일도신천지아파트)",제주특별자치도 제주시 일도이동 47번지 1호 일도신천지아파트,63258,지하,569.2,689,2023.4.11 12:03,I,2023.7.28 1:14,33,30,18.2,126,32,37.41,33.50505675,126.5437262,911179.6911,1501874.017
130,6510000-S201900011,2020.3.17,,사용중,일도이동,신천지아파트106동(지하 1층),공공용시설,"제주특별자치도 제주시 천수로 72 (일도이동, 일도신천지아파트)",제주특별자치도 제주시 일도이동 47번지 1호 일도신천지아파트,63258,지하,569.2,689,2023.4.11 12:01,I,2023.7.28 1:14,33,30,18.2,126,32,37.41,33.50505675,126.5437262,911179.6911,1501874.017
131,6510000-S201900013,2020.3.17,,사용중,일도이동,신천지아파트110동(지하 1층),공공용시설,"제주특별자치도 제주시 천수로 72 (일도이동, 일도신천지아파트)",제주특별자치도 제주시 일도이동 47번지 1호 일도신천지아파트,63258,지하,569.2,689,2023.4.11 12:02,I,2023.7.28 1:14,33,30,18.2,126,32,37.41,33.50505675,126.5437262,911179.6911,1501874.017
132,6510000-S202100001,2021.1.12,,사용중,화북동,화북동주민센터(지하주차장 1층),공공용시설,"제주특별자치도 제주시 진남로6길 17, 화북동주민센터 (화북일동)",제주특별자치도 제주시 화북일동 1976-7 화북동주민센터,63292,지하,451.7,547,2023.6.15 16:29,I,2023.7.28 1:14,33,31,13.02,126,33,56.21,33.52028292,126.565614,913227.9429,1503543.702
133,6510000-S202100003,2021.7.22,,사용중,이도이동,관광호텔 더레드(지하주차장 1층),공공용시설,"제주특별자치도 제주시 동광로6길 10, 관광호텔 더레드 지하주차장 1층 (이도이동)",제주특별자치도 제주시 이도이동 1176-11 관광호텔 더레드(지하주차장 1층),63208,지하,315.23,382,2023.6.12 9:10,I,2023.7.28 1:14,33,30,3.67,126,31,54.77,33.50107866,126.5319605,910082.7207,1501443.076
134,6510000-S202100006,2021.9.1,,사용중,이도이동,제주 이도 한일베라체아파트(지하주차장 2층),공공용시설,"제주특별자치도 제주시 신설로 55, 지하주차장 2층 (이도이동, 한일베라체아파트)",제주특별자치도 제주시 이도이동 1956 한일베라체아파트(지하주차장 2층),63229,지하,11005.03,13339,2023.6.12 9:15,I,2023.7.28 1:14,33,29,31.57,126,32,45.35,33.49210197,126.5459317,911371.3464,1500435.77
135,6510000-S202100007,2021.9.28,,사용중,이도이동,제주법조타워(지하주차장 1층),공공용시설,"제주특별자치도 제주시 남광북1길 1, 제주법조타워 지하주차장1층 (이도이동)",제주특별자치도 제주시 이도이동 1065-6 제주법조타워(지하주차장 1층),63223,지하,845,1024,2023.6.12 9:16,I,2023.7.28 1:14,33,29,40.54,126,32,3.55,33.49452741,126.5344006,910302.6255,1500714.594
136,6510000-S202100008,2021.9.28,,사용중,이도이동,제주법조타워(지하주차장 2층),공공용시설,"제주특별자치도 제주시 남광북1길 1, 제주법조타워 지하주차장 2층 (이도이동)",제주특별자치도 제주시 이도이동 1065-6 제주법조타워(지하주차장 2층),63223,지하,786,952,2023.6.12 9:17,I,2023.7.28 1:14,33,29,40.54,126,32,3.55,33.49452741,126.5344006,910302.6255,1500714.594
137,6510000-S202100010,2021.9.28,,사용중,이도이동,제주법조타워(지하주차장 4층),공공용시설,"제주특별자치도 제주시 남광북1길 1, 제주법조타워 지하주차장4층 (이도이동)",제주특별자치도 제주시 이도이동 1065-6 제주법조타워(지하주차장 4층),63223,지하,795,963,2023.6.12 9:18,I,2023.7.28 1:14,33,29,40.54,126,32,3.55,33.49452741,126.5344006,910302.6255,1500714.594
138,6510000-S202100012,2021.9.28,,사용중,일도이동,그랑팰리스(지하주차장 2층),공공용시설,"제주특별자치도 제주시 천수로9길 1(일도이동, 그랑펠리스)",제주특별자치도 제주시 일도이동 416-7 그랑펠리스,63255,지하,1020,1236,2023.4.11 12:10,I,2023.7.28 1:14,33,30,15.64,126,32,32.77,33.50448749,126.5424832,911063.6478,1501811.964
139,6510000-S202100013,2021.10.1,,사용중,이도이동,수빌딩(지하주차장 1층),공공용시설,"제주특별자치도 제주시 중앙로 286, 수빌딩 지하주차장1층 (이도이동)",제주특별자치도 제주시 이도이동 1019-11 수빌딩(지하주차장 1층),63206,지하,1337,1620,2023.6.12 9:19,I,2023.7.28 1:14,33,29,41.13,126,31,58.66,33.49492263,126.533153,910187.1284,1500759.493
140,6510000-S202100023,2021.10.18,,사용중,일도이동,서진하이츠(지하주차장 1층),공공용시설,"제주특별자치도 제주시 고마로 44(일도이동, 서진하이츠)",제주특별자치도 제주시 일도이동 320-11 서진하이츠,63272,지하,413.64,501,2023.4.11 12:11,I,2023.7.28 1:14,33,30,36.78,126,32,19.69,33.51021463,126.5389322,910739.6946,1502450.011
141,6510000-S202100024,2021.10.18,,사용중,아라동,제주첨단꿈에그린3단지(P1. 지하주차장 1층),공공용시설,"제주특별자치도 제주시 첨단로동길 106(월평동, 제주첨단 꿈에그린 3단지 아파트)",제주특별자치도 제주시 월평동 747 제주첨단 꿈에그린 3단지 아파트,63309,지하,1996,2419,2023.5.1 13:41,I,2023.7.28 1:14,33,27,0.98,126,34,37.84,33.45027278,126.5771772,914232.8136,1495771.755
142,6510000-S202100026,2021.10.18,,사용중,,제주첨단꿈에그린3단지(P5. 지하주차장 1층),공공용시설,"제주특별자치도 제주시 첨단로동길 106(월평동, 제주첨단 꿈에그린 3단지 아파트)",제주특별자치도 제주시 월평동 747 제주첨단 꿈에그린 3단지 아파트,63309,지하,1472,1784,2023.5.1 13:56,I,2023.7.28 1:14,33,27,0.98,126,34,37.84,33.45027278,126.5771772,914232.8136,1495771.755
143,6510000-S202100027,2021.10.18,,사용중,,제주첨단꿈에그린3단지(P6. 지하주차장 1층),공공용시설,"제주특별자치도 제주시 첨단로동길 106(월평동, 제주첨단 꿈에그린 3단지 아파트)",제주특별자치도 제주시 월평동 747 제주첨단 꿈에그린 3단지 아파트,63309,지하,1369,1659,2023.5.1 13:57,I,2023.7.28 1:14,33,27,0.98,126,34,37.84,33.45027278,126.5771772,914232.8136,1495771.755
144,6510000-S202100028,2021.10.18,,사용중,,제주첨단꿈에그린3단지(P7. 지하주차장 1층),공공용시설,"제주특별자치도 제주시 첨단로동길 106(월평동, 제주첨단 꿈에그린 3단지 아파트)",제주특별자치도 제주시 월평동 747 제주첨단 꿈에그린 3단지 아파트,63309,지하,1685,2042,2023.5.1 14:49,I,2023.7.28 1:14,33,27,0.98,126,34,37.84,33.45027278,126.5771772,914232.8136,1495771.755
145,6510000-S202100030,2021.10.19,,사용중,한림읍,한림읍사무소(지하주차장 1층),공공용시설,제주특별자치도 제주시 한림읍 한림상로 132,제주특별자치도 제주시 한림읍 한림리 919,63028,지하,2349,2847,2023.4.3 16:01,I,2023.7.28 1:14,33,24,39.03,126,16,0.62,33.4109231,126.2669767,885349.495,1491707.767
146,6510000-S202100036,2021.11.1,,사용중,,삼부장미주상복합아파크(지하주차장 2층),공공용시설,"제주특별자치도 제주시 고마로 56(일도이동, 삼부장미주상복합아파트)",제주특별자치도 제주시 일도이동 330-26 삼부장미주상복합아파트,63273,지하,564,683,2023.4.11 12:13,I,2023.7.28 1:14,33,30,33.22,126,32,21.26,33.50922311,126.5393797,910780.2444,1502339.692
147,6510000-S202100041,2021.11.16,,사용중,,프로빌F단지연립주택(지하주차장 1층),공공용시설,"제주특별자치도 제주시 금월길 46-3(아라이동, 프로빌F단지연립주택)",제주특별자치도 제주시 아라이동 1142-2 프로빌F단지연립주택,63246,지하,984,1192,2023.5.1 13:52,I,2023.7.28 1:14,33,29,1.96,126,33,4.48,33.48392922,126.5512433,911856.5092,1499525.096
